City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Bangalore,4,Amrita Nagar Bangalore,1.2 Lac,4200 sqft,Villa,Semi-Furnished,West,,4,1,Family,Immediately
Bangalore,3,"Janya Gardenia, Kaveri Nagar, Bangalore",35000,1396 sqft,Flat,Semi-Furnished,,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Bangalore,2,"Vizipa Optima, Radha Reddy Layout, Bangalore",50000,900 sqft,Flat,Furnished,South,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,"Prestige St Johns Wood, Koramangala, Bangalore",1.2 Lac,2100 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,"Sobha Dream Acres, Panathur, Bangalore",43500,789 sqft,Flat,Unfurnished,,,2,1,Bachelors/Family,Immediately
Bangalore,3,"House Of Hiranandani Bannerghatta, Bannerughatta, Bangalore",60000,1500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,2,Family,From Feb '26
Bangalore,3,"Surya Shakti 80 Trees, Doddakannelli, Bangalore",63000,1650 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield Bangalore,1.3 Lac,3130 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Bangalore,3,"Prestige Finsbury Park, Bagalur Main Road, Bangalore",32000,1431 sqft,Flat,Semi-Furnished,,"Pool, Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Assetz Marq 2.0, Whitefield, Bangalore",66500,1936 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Emerald Green Cox Town, Cox Town, Bangalore",60000,2100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Bangalore,2,"Godrej Park Retreat, Sarjapur Road, Bangalore",45000,998 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,"Mantri Serenity, Kanakapura Road, Bangalore",45500,1280 sqft,Flat,Semi-Furnished,South,"Pool, Main Road",2,1,Bachelors,Immediately
Bangalore,2,"Adarsh Greens, Kogilu, Bangalore",32000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,"Sai Purvi Symphony, Gunjur, Bangalore",50000,1550 sqft,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,1,Mandur Bangalore,15000,700 sqft,House,Furnished,,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,3,"Rajiv Gandhi Nagar Kodigehalli, Bangalore",60000,1800 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Krypton at Brigade Eldorado, Huvinayakanahalli, Bangalore",30000,695 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,"SLS Summer Fields, Singasandra, Hosur Road, Bangalore",42000,1313 sqft,Flat,Unfurnished,East,,2,2,Bachelors/Family,Immediately
Bangalore,2,"Thanisandra, Bangalore",25 Lac,911 sqft,Flat,Semi-Furnished,West,Pool,2,2,Bachelors/Family,Immediately
Bangalore,2,"Shriram 107 Southeast, Attibele, Bangalore",18000,700 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Bangalore,1,"Chikkajala, Bangalore-Hyderabad Hwy, Bangalore",14000,300 sqft,Flat,Semi-Furnished,,,1,2,Bachelors/Family,Immediately
Bangalore,3,"Thambu Chetty Palya Main Road, Bangalore",33000,1333 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,3,"Brigade Orchards Luxury Apartments, Devanahalli, Bangalore",30000,1430 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,Chikkagubbi Bangalore,1.1 Lac,1700 sqft,Villa,Furnished,North - East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Koramangala, Bangalore",1.2 Lac,1700 sqft,Flat,Furnished,West,,3,2,Bachelors/Family,Immediately
Bangalore,4,"L&T Olivia at Raintree Boulevard, Hebbal, Bangalore",1.2 Lac,1738 sqft,Flat,Semi-Furnished,North,Garden/Park,4,1,Bachelors/Family,Immediately
Bangalore,3,"One Bangalore West, Rajajinagar Industrial Town, Rajajinagar, Bangalore",2.5 Lac,1900 sqft,Flat,Furnished,East,Garden/Park,5,3,Family,Immediately
Bangalore,3,"Shefali Apartments, Halasuru, Bangalore",2 Lac,2250 sqft,Flat,Furnished,South -West,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"Kasavanahalli, Bangalore",46000,1245 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Silicon Oasis, Hosa Road, off Hosur Road, Bangalore",55000,1535 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Valmark Orchard Square, J P Nagar, Bangalore",50000,989 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,3,Bachelors,Immediately
Bangalore,1,"Eden At Brigade Cornerstone Utopia, Whitefield, Bangalore",33000,782 sqft,Flat,Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Bangalore,2,"Century Horizon, Jakkur Plantation, Bangalore",45000,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,"Century Ethos, Hebbal, Bangalore",1.6 Lac,2100 sqft,Flat,Furnished,North - East,"Garden/Park, Pool",3,10,Bachelors/Family,Immediately
Bangalore,4,Sarjapura Bangalore,1.8 Lac,2900 sqft,Villa,Furnished,East,Main Road,4,1,Bachelors/Family,Immediately
Bangalore,4,Sadashiva Nagara Bangalore,2.7 Lac,2500 sqft,House,Semi-Furnished,North,"Main Road, Garden/Park",4,1,Bachelors/Family,Immediately
Bangalore,3,"Capstone Flowing Tree, Allalasandra Yelahanka, Bangalore",1 Lac,2654 sqft,Flat,Semi-Furnished,North,Garden/Park,4,5,Bachelors/Family,Immediately
Bangalore,4,Budigere Cross Bangalore,2.5 Lac,3076 sqft,Villa,Semi-Furnished,East,Main Road,5,3,Bachelors,Immediately
Bangalore,4,Dommasandra Bangalore,1.3 Lac,2226 sqft,Villa,Semi-Furnished,North - East,"Garden/Park, Pool",5,2,Bachelors,Immediately
Bangalore,3,"Vasanth Nagar, Bangalore",90000,2500 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,2,"Godrej Park Retreat, Carmelaram, Bangalore",46000,690 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,"SNN Clermont, Hebbal, Bangalore",1.5 Lac,1000 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,"Verve On The Curve, Whitefield, Bangalore",60000,1586 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Btm Layout, Bangalore",23000,1000 sqft,Flat,Semi-Furnished,West,,2,1,Bachelors/Family,Immediately
Bangalore,3,"Klassik Benchmark, Kalena Agrahara, Bangalore",50000,1760 sqft,Flat,Semi-Furnished,East,,3,4,Family,From Feb '26
Bangalore,4,"Embassy Lake Terraces, Hebbal, Bangalore",3 Lac,3200 sqft,Flat,Semi-Furnished,North,Garden/Park,4,3,Bachelors/Family,Immediately
Bangalore,4,"Pattandur Agrahara, Whitefield Bangalore",1.3 Lac,2775 sqft,Villa,Semi-Furnished,North,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
Bangalore,3,"Prestige Kew Gardens, Yemalur, Bellandur, Bangalore",86000,1190 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
Bangalore,5,Hebbal Kempapura Bangalore,3.3 Lac,5000 sqft,Villa,Semi-Furnished,East,Garden/Park,5,4,Family,Immediately
Bangalore,4,Yelahanka Bangalore,50000,2000 sqft,House,Unfurnished,,,3,1,Bachelors/Family,From Mar '26
Bangalore,4,Whitefield Bangalore,3.2 Lac,3900 sqft,Villa,Semi-Furnished,North,Garden/Park,5,2,Bachelors/Family,Immediately
Bangalore,4,"Prestige Leela Residences, Indiranagar, Bangalore",2.9 Lac,3046 sqft,Flat,Furnished,East,Pool,4,2,Bachelors/Family,Immediately
Bangalore,1,"Sector 7 HSR Layout, Bangalore",33000,650 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,"Prestige Elysian, Bannerghatta Main Road, Bangalore",70000,1400 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors,Immediately
Bangalore,4,"RMZ Latitude, Hebbal, Bangalore",2 Lac,3600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,Family,Immediately
Bangalore,3,"DLF Westend Heights, Begur, Bangalore",50000,1350 sqft,Flat,Semi-Furnished,South - East,"Garden/Park, Main Road",3,4,Bachelors/Family,Immediately
Bangalore,3,"DS MAX Sovereign, Krishnarajapura, Bangalore",20000,950 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,4,"Prestige Ferns Residency, Haralur Main Road, Bangalore",80000,2000 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",5,2,Family,Immediately
Bangalore,3,"Karle Zenith, Nagavara, Bangalore",1.3 Lac,2000 sqft,Flat,Unfurnished,East,,4,1,Bachelors/Family,Immediately
Bangalore,3,"DS Max Sprinkles, Sarjapur Road, Bangalore",30000,1450 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Bangalore,3,"G Corp Residences, Block 4 Koramangala, Bangalore",2 Lac,1530 sqft,Flat,Furnished,South -West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,3,"Sumadhura Folium, Whitefield, Bangalore",72000,1400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,2,"Balaji SBB Touchstone, Whitefield, Bangalore",40000,1100 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Family,Immediately
Bangalore,4,Budigere Cross Bangalore,3 Lac,3850 sqft,Villa,Semi-Furnished,North,Garden/Park,4,3,Bachelors,Immediately
Bangalore,3,"NCC Urban Nagarjuna Premier, J P Nagar, Bangalore",65000,1740 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,3,"Divyasree Elan, Kaikondrahalli, Bangalore",70000,1300 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Family,Immediately
Bangalore,3,"Cooke Town, Cooke Town, Bangalore",85000,1700 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Bangalore,3,"Total Environment Pursuit of a Radical Rhapsody, Whitefield, Bangalore",1.5 Lac,1927 sqft,Flat,Semi-Furnished,East,Pool,3,1,Bachelors,Immediately
Bangalore,4,"Avalon Park At The Prestige City, Sarjapura, Bangalore",90000,2204 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,3,"Phase 7 JP Nagar, Bangalore",50000,2000 sqft,Flat,Unfurnished,North,Garden/Park,3,3,Bachelors,Immediately
Bangalore,3,"Divyasree Elan, Sarjapur Road, Bangalore",73000,1450 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,1,"Eden Park At The Prestige City, Sarjapura, Bangalore",30000,619 sqft,Flat,Semi-Furnished,West,Garden/Park,1,1,Bachelors/Family,From Feb '26
Bangalore,3,"Prestige Tranquility, Budigere, Bangalore",50000,1991 sqft,Flat,Semi-Furnished,South,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,2,"SNN Raj Serenity, Begur, Bangalore",32000,970 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,4,"Rohan Jharoka 2, Yemalur, Bellandur, Bangalore",1 Lac,2312 sqft,Flat,Semi-Furnished,South - East,Garden/Park,4,4,Family,Immediately
Bangalore,3,"Century Ethos, Hebbal, Bangalore",1.8 Lac,2600 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,"Prestige Ivy Terraces, Marathahalli Sarjapur Outer Ring Road, Bangalore",70000,1100 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,"Prestige Kew Gardens, Yemalur, Bellandur, Bangalore",65000,1150 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Mumbai,2,"Hiranandani Castle Rock, Hiranandani Castle Rock, Powai, Mumbai",1.2 Lac,777 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,"Dosti Acres, Dosti Acres, Wadala East, Mumbai",90000,820 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,,Family,Immediately
Mumbai,2,"Lodha Adrina, Lodha Adrina, Worli, Mumbai",2.2 Lac,944 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,,Bachelors,Immediately
Mumbai,4,"Juhu, Mumbai",12 Lac,3000 sqft,Flat,Semi-Furnished,East,Main Road,4,,Bachelors/Family,Immediately
Mumbai,2,"Ekta Tripolis, Ekta Tripolis, Goregaon West, Mumbai",80000,775 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,,Family,Immediately
Mumbai,3,"Lodha Eternis, Lodha Eternis, Andheri East, Mumbai",1.1 Lac,1026 sqft,Flat,Furnished,North,,2,1,Bachelors/Family,Immediately
Mumbai,6,"Oberoi Exquisite, Oberoi Exquisite, Goregaon East, Mumbai",5.5 Lac,3640 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",6,6,Bachelors,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",3.1 Lac,1515 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Main Road",4,1,Family,Immediately
Mumbai,3,"Wadala East, Mumbai",1.5 Lac,1321 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,5,"Oberoi Springs, Oberoi Springs, Andheri West, Mumbai",4 Lac,1700 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",4,2,Bachelors/Family,Immediately
Mumbai,3,"Lodha Adrina, Lodha Adrina, Worli, Mumbai",3.5 Lac,1332 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,3,"Mahindra Vivante, Mahindra Vivante, Andheri East, Mumbai",1.1 Lac,1270 sqft,Flat,Semi-Furnished,,,3,2,Bachelors/Family,Immediately
Mumbai,2,"Hiranandani Castle Rock, Hiranandani Castle Rock, Powai, Mumbai",1.2 Lac,777 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Mumbai,3,"HDIL Metropolis, HDIL Metropolis, Andheri West, Mumbai",1.5 Lac,1322 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
Mumbai,2,"Vile Parle East, Mumbai",80000,670 sqft,Flat,Unfurnished,East,Main Road,2,,Family,Immediately
Mumbai,4,"Chembur, Mumbai",1.5 Lac,1600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,,Bachelors,Immediately
Mumbai,4,"Santacruz East, Mumbai",2.3 Lac,1380 sqft,Flat,Unfurnished,East,Main Road,5,,Bachelors/Family,Immediately
Mumbai,4,"Rustomjee Seasons, Rustomjee Seasons, Bandra East, Mumbai",4.5 Lac,1723 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,1,Family,Immediately
Mumbai,8,"Bay view Apartment , Bay view Apartment, Andheri West, Mumbai",13 Lac,5600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",8,3,Family,Immediately
Mumbai,2,"Goregaon West, Mumbai",60000,620 sqft,Flat,Unfurnished,West,Main Road,2,,Family,Immediately
Mumbai,3,"Lokhandwala Minerva, Lokhandwala Minerva, Mahalakshmi, Mumbai",3.2 Lac,2100 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Mumbai,4,"Raheja Ridgewood, Raheja Ridgewood, Goregaon East, Mumbai",1.7 Lac,1900 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",5,,Bachelors,Immediately
Mumbai,4,"Juhu, Mumbai",6.5 Lac,2500 sqft,Flat,Unfurnished,North,Garden/Park,6,,Bachelors/Family,Immediately
Mumbai,3,"Omkar Alta Monte, Omkar Alta Monte, Malad East, Mumbai",1.1 Lac,1230 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Mumbai,3,"Dosti Eastern Bay, Dosti Eastern Bay, Wadala East, Mumbai",1.5 Lac,1080 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,2,"Lodha Elisium, Lodha Elisium, Wadala East, Mumbai",1.3 Lac,955 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,2,"Godrej Garden Enclave B Type Tower, Godrej Garden Enclave B Type Tower, Vikhroli East, Mumbai",70500,753 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Lodha Adrina, Lodha Adrina, Worli, Mumbai",2.4 Lac,944 sqft,Flat,Semi-Furnished,South -West,"Garden/Park, Pool",3,,Family,Immediately
Mumbai,2,"Gagangiri Gagan 138, Gagangiri Gagan 138, Kurla East, Mumbai",65000,700 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Kabra Centroid, Kabra Centroid, Santacruz East, Mumbai",1.2 Lac,950 sqft,Flat,Furnished,East,"Pool, Garden/Park",2,3,Bachelors,Immediately
Mumbai,2,"Chembur, Mumbai",75000,675 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors,Immediately
Mumbai,1,"Chembur, Mumbai",50000,498 sqft,Flat,Unfurnished,East,,2,,Bachelors/Family,Immediately
Mumbai,4,"Trump Tower, Trump Tower, Worli, Mumbai",4.3 Lac,1601 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,,Bachelors/Family,Immediately
Mumbai,3,"Alpine Shapoorji Pallonji, Alpine Shapoorji Pallonji, Kandivali East, Mumbai",90000,1250 sqft,Flat,Unfurnished,East,Pool,3,3,Family,Immediately
Mumbai,3,"Platinum Park, Platinum Park, Andheri West, Mumbai",1.5 Lac,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,5,"Lodha Park, Lodha Park, Worli, Mumbai",4.5 Lac,2000 sqft,Flat,Semi-Furnished,East,,5,,Family,Immediately
Mumbai,2,"Kalpataru Estate, Kalpataru Estate, Andheri East, Mumbai",87500,776 sqft,Flat,Furnished,North,Main Road,2,,Family,Immediately
Mumbai,1,"Keshav Apartment, Keshav Apartment, Santacruz East, Mumbai",46000,450 sqft,Flat,Furnished,East,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Worli, Mumbai",2.5 Lac,1100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,,Bachelors,Immediately
Mumbai,2,"Piramal Mahalaxmi, Piramal Mahalaxmi, Mahalakshmi, Mumbai",1.5 Lac,790 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",2,,Family,Immediately
Mumbai,1,"Vile Parle East, Mumbai",45000,500 sqft,Flat,Unfurnished,East,,1,,Bachelors/Family,Immediately
Mumbai,1,"Ashok Nagar Complex, Ashok Nagar Complex, Andheri East, Mumbai",55000,480 sqft,Flat,Furnished,East,Main Road,2,,Bachelors,From Jan '26
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",1.3 Lac,900 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,3,"Chembur, Mumbai",1.4 Lac,1100 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,,Bachelors,Immediately
Mumbai,3,"DLH Orchid, DLH Orchid, Andheri West, Mumbai",1.3 Lac,849 sqft,Flat,Unfurnished,East,Main Road,3,1,Bachelors,Immediately
Mumbai,2,"Ghatkopar East, Mumbai",60000,635 sqft,Flat,Unfurnished,East,Main Road,2,,Family,Immediately
Mumbai,3,"Shapoorji Pallonji Astron, Shapoorji Pallonji Astron, Kandivali East, Mumbai",80000,1070 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",3,,Bachelors/Family,Immediately
Mumbai,4,"Shree Mahavir Aditya Chsl, Shree Mahavir Aditya Chsl, Juhu, Mumbai",4.5 Lac,2100 sqft,Flat,Furnished,West,,4,3,Family,Immediately
Mumbai,1,"Sapphire Lakeside, Sapphire Lakeside, Powai, Mumbai",43500,480 sqft,Flat,Furnished,East,Garden/Park,1,,Bachelors/Family,Immediately
Mumbai,2,"Hiranandani Atlantis, Hiranandani Atlantis, Powai, Mumbai",85000,750 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Ekta Tripolis, Ekta Tripolis, Goregaon West, Mumbai",90000,1084 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,4,"Indiabulls Blu, Indiabulls Blu, Worli, Mumbai",4 Lac,1600 sqft,Flat,Semi-Furnished,North - East,Main Road,4,,Bachelors/Family,Immediately
Mumbai,3,"Wadhwa TW Gardens, Wadhwa TW Gardens, Kandivali East, Mumbai",82000,1132 sqft,Flat,Semi-Furnished,East,"Main Road, Pool, Garden/Park",3,1,Bachelors,Immediately
Mumbai,2,"K Raheja Interface Heights, K Raheja Interface Heights, Malad West, Mumbai",65000,750 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,3,"Nahar Mimosa and Mirabilis, Nahar Mimosa and Mirabilis, Powai, Mumbai",1.2 Lac,1010 sqft,Flat,Furnished,,,2,2,Bachelors/Family,Immediately
Mumbai,2,"Supreme Lake Homes, Supreme Lake Homes, Powai, Mumbai",70000,700 sqft,Flat,Unfurnished,North - East,Garden/Park,2,3,Family,Immediately
Mumbai,3,"L & T Veridian at Emerald Isle, L & T Veridian at Emerald Isle, Powai, Mumbai",1.3 Lac,989 sqft,Flat,Semi-Furnished,,,3,1,Bachelors/Family,Immediately
Mumbai,3,"Vasant Oasis Phase II, Vasant Oasis Phase II, Andheri East, Mumbai",1.2 Lac,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,4,"Khar West, Mumbai",3.5 Lac,2000 sqft,Flat,Semi-Furnished,South -West,"Garden/Park, Main Road",4,1,Family,Immediately
Mumbai,3,"Lodha Fiorenza, Lodha Fiorenza, Goregaon East, Mumbai",1.8 Lac,1433 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Mumbai,3,"Kabra Centroid, Kabra Centroid, Santacruz East, Mumbai",1.3 Lac,1080 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,,Bachelors,Immediately
Mumbai,2,"Kabra Diamante, Kabra Diamante, Goregaon West, Mumbai",65000,685 sqft,Flat,Unfurnished,,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",2.3 Lac,1369 sqft,Flat,Furnished,East,Garden/Park,4,1,Bachelors,Immediately
Mumbai,3,"Beverly Hills and Royal Empire, Beverly Hills and Royal Empire, Andheri West, Mumbai",1.8 Lac,1295 sqft,Flat,Furnished,,Main Road,3,,Family,Immediately
Mumbai,3,"Neelkanth Gardens, Neelkanth Gardens, Chembur, Mumbai",1.3 Lac,1160 sqft,Flat,Semi-Furnished,East,Main Road,3,,Family,Immediately
Mumbai,3,"Andheri West, Mumbai",1.9 Lac,1300 sqft,Flat,Furnished,East,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
Mumbai,2,"Piramal Revanta, Piramal Revanta, Mulund West, Mumbai",62000,771 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,"Kabra Prarthna , Kabra Prarthna, Juhu, Mumbai",2 Lac,800 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,,Family,Immediately
Mumbai,3,"Raheja Classique, Raheja Classique, Andheri West, Mumbai",2.2 Lac,1600 sqft,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
